"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:09:59 UTC 2026","155","API Test Suite","All Tests","br.com.desafioapi.tests.AuthenticationTest","br.com.desafioapi.tests.AuthenticationTest","testExpiredToken","CT007 - Token expirado deve ser rejeitado pela API","Verifica o comportamento da API quando token JWT está expirado ou tem data inválida"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:09:59 UTC 2026","306","API Test Suite","All Tests","br.com.desafioapi.tests.AuthenticationTest","br.com.desafioapi.tests.AuthenticationTest","testLoginWithWrongPassword","CT003 - Login com senha incorreta deve retornar erro 401","Verifica se a API rejeita login quando email existe mas senha está incorreta"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:09:59 UTC 2026","77","API Test Suite","All Tests","br.com.desafioapi.tests.UserNegativeTest","br.com.desafioapi.tests.UserNegativeTest","testInvalidToken","testInvalidToken","Verificar se a API rejeita token inválido"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:10:00 UTC 2026","253","API Test Suite","All Tests","br.com.desafioapi.tests.AuthenticationTest","br.com.desafioapi.tests.AuthenticationTest","testValidLogin","CT001 - Login com credenciais válidas deve retornar token JWT","Testa o processo completo de login: criar usuário → fazer login → validar token recebido"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:09:59 UTC 2026","98","API Test Suite","All Tests","br.com.desafioapi.tests.UserNegativeTest","br.com.desafioapi.tests.UserNegativeTest","testGetUserWithInvalidId","testGetUserWithInvalidId","Verificar se a API retorna erro ao buscar usuário com ID inválido"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:09:59 UTC 2026","238","API Test Suite","All Tests","br.com.desafioapi.tests.UserNegativeTest","br.com.desafioapi.tests.UserNegativeTest","testCreateUserWithDuplicateEmail","CT003 - Rejeição de email duplicado no sistema","Verifica se a API impede a criação de usuário com email já existente no sistema, mantendo a integridade dos dados e unicidade dos emails"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:09:59 UTC 2026","106","API Test Suite","All Tests","br.com.desafioapi.tests.AuthenticationTest","br.com.desafioapi.tests.AuthenticationTest","testLoginWithNonExistentEmail","CT002 - Login com email inexistente deve retornar erro 401","Verifica se a API rejeita tentativas de login com email que não existe na base"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:09:59 UTC 2026","81","API Test Suite","All Tests","br.com.desafioapi.tests.UserNegativeTest","br.com.desafioapi.tests.UserNegativeTest","testDeleteNonExistentUser","testDeleteNonExistentUser","Verificar se a API retorna erro ao tentar excluir usuário inexistente"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:09:59 UTC 2026","71","API Test Suite","All Tests","br.com.desafioapi.tests.AuthenticationTest","br.com.desafioapi.tests.AuthenticationTest","testLoginWithEmptyFields","CT004 - Login com campos vazios deve retornar erro de validação","Verifica se a API valida campos obrigatórios (email e senha) no processo de login"
"passed","Fri Jul 03 03:10:00 UTC 2026","Fri Jul 03 03:10:00 UTC 2026","90","API Test Suite","All Tests","br.com.desafioapi.tests.UserCrudTest","br.com.desafioapi.tests.UserCrudTest","testCreateUser","CT002 - Criação de novo usuário com dados válidos","Verifica se é possível criar um novo usuário fornecendo dados válidos (nome, email, password, administrador) e se a API retorna o ID do usuário criado"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:09:59 UTC 2026","260","API Test Suite","All Tests","br.com.desafioapi.tests.UserNegativeTest","br.com.desafioapi.tests.UserNegativeTest","testDeleteUserWithoutAuthentication","CT007 - Rejeição de exclusão sem autenticação","Verifica se a API impede tentativas de excluir usuário sem fornecer token de administrador válido, protegendo contra exclusões não autorizadas"
"passed","Fri Jul 03 03:10:00 UTC 2026","Fri Jul 03 03:10:00 UTC 2026","176","API Test Suite","All Tests","br.com.desafioapi.tests.UserCrudTest","br.com.desafioapi.tests.UserCrudTest","testDeleteUser","CT005 - Exclusão de usuário existente","Verifica se é possível remover permanentemente um usuário do sistema utilizando token de administrador e confirma que o usuário não pode mais ser encontrado após a exclusão"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:10:00 UTC 2026","126","API Test Suite","All Tests","br.com.desafioapi.tests.UserCrudTest","br.com.desafioapi.tests.UserCrudTest","testListAllUsers","CT001 - Listagem de todos os usuários cadastrados","Verifica se a API consegue retornar a lista completa de usuários cadastrados no sistema com informações de quantidade e dados dos usuários"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:09:59 UTC 2026","149","API Test Suite","All Tests","br.com.desafioapi.tests.AuthenticationTest","br.com.desafioapi.tests.AuthenticationTest","testMalformedToken","CT008 - Token com formato inválido deve ser rejeitado","Verifica se a API rejeita tokens que não seguem o padrão JWT (header.payload.signature)"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:09:59 UTC 2026","86","API Test Suite","All Tests","br.com.desafioapi.tests.UserNegativeTest","br.com.desafioapi.tests.UserNegativeTest","testCreateUserWithEmptyFields","CT002 - Rejeição de usuário com campos obrigatórios vazios","Verifica se a API rejeita tentativas de criar usuário com campos obrigatórios (nome, email, senha) em branco ou nulos, retornando erro de validação"
"passed","Fri Jul 03 03:10:00 UTC 2026","Fri Jul 03 03:10:00 UTC 2026","133","API Test Suite","All Tests","br.com.desafioapi.tests.UserCrudTest","br.com.desafioapi.tests.UserCrudTest","testGetUserById","CT003 - Busca de usuário específico por ID","Verifica se é possível localizar e retornar os dados completos de um usuário específico utilizando seu ID único como parâmetro de busca"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:09:59 UTC 2026","120","API Test Suite","All Tests","br.com.desafioapi.tests.UserNegativeTest","br.com.desafioapi.tests.UserNegativeTest","testGetNonExistentUser","testGetNonExistentUser","Verificar se a API retorna erro ao buscar usuário com ID inexistente"
"passed","Fri Jul 03 03:10:00 UTC 2026","Fri Jul 03 03:10:00 UTC 2026","202","API Test Suite","All Tests","br.com.desafioapi.tests.UserCrudTest","br.com.desafioapi.tests.UserCrudTest","testUpdateUser","CT004 - Atualização de dados de usuário existente","Verifica se é possível modificar os dados de um usuário já cadastrado, alterando nome, email, senha e status de administrador através de requisição PUT"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:10:00 UTC 2026","298","API Test Suite","All Tests","br.com.desafioapi.tests.UserNegativeTest","br.com.desafioapi.tests.UserNegativeTest","testUpdateUserWithoutAuthentication","CT006 - Rejeição de atualização sem autenticação","Verifica se a API impede tentativas de atualizar dados de usuário sem fornecer token de autenticação válido, garantindo a segurança das operações"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:09:59 UTC 2026","105","API Test Suite","All Tests","br.com.desafioapi.tests.AuthenticationTest","br.com.desafioapi.tests.AuthenticationTest","testTokenUsage","CT006 - Token JWT válido deve permitir acesso a endpoints protegidos","Verifica se token JWT obtido no login permite acessar endpoints que requerem autenticação"
"passed","Fri Jul 03 03:10:00 UTC 2026","Fri Jul 03 03:10:00 UTC 2026","325","API Test Suite","All Tests","br.com.desafioapi.tests.UserCrudTest","br.com.desafioapi.tests.UserCrudTest","testCreateAdminUser","CT006 - Criação de usuário com privilégios administrativos","Verifica se é possível criar um usuário com flag de administrador ativa, garantindo que tenha as permissões necessárias para gerenciar outros usuários no sistema"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:09:59 UTC 2026","81","API Test Suite","All Tests","br.com.desafioapi.tests.UserNegativeTest","br.com.desafioapi.tests.UserNegativeTest","testCreateUserWithInvalidEmail","CT001 - Rejeição de usuário com email inválido","Verifica se a API rejeita corretamente tentativas de criar usuário com formato de email inválido, retornando erro de validação apropriado"
"passed","Fri Jul 03 03:09:59 UTC 2026","Fri Jul 03 03:09:59 UTC 2026","78","API Test Suite","All Tests","br.com.desafioapi.tests.AuthenticationTest","br.com.desafioapi.tests.AuthenticationTest","testLoginWithInvalidEmailFormat","CT005 - Login com formato de email inválido deve retornar erro","Verifica se a API valida o formato do email (deve conter @ e domínio válido)"
